userId,drinkid,score,timestamp
1,20904,10,964984054
1,30149,10,964981144
1,248,8,964981725
1,11300,8,964981775
1,21127,8,964982271
1,30171,10,964980668
1,144,8,964980683
1,11207,8,964982271
1,21188,10,964981589
1,30258,10,964983737
1,154,10,964981909
1,10395,10,964982363
1,21184,8,964982417
1,30024,8,964980694
1,92,10,964981855
1,10369,8,964981220
1,20607,8,964982903
1,30065,10,964984002
2,334,6,1445714835
2,10130,8,1445715029
2,20149,9,1445715228
2,30179,8,1445714885
2,346,8,1445714952
2,11581,7,1445714960
2,20237,8,1445715013
2,30373,8,1445715064
2,450,9,1445715141
2,10060,10,1445714980
2,20874,9,1445715154
2,30114,6,1445714974
2,205,8,1445714926
2,10423,6,1445714941
2,20421,8,1445714841
2,30362,9,1445715340
2,181,10,1445715172
2,11310,8,1445715166
2,20353,10,1445715189
2,30088,7,1445714891
2,275,5,1445714938
2,10115,7,1445714874
2,21134,10,1445714966
2,30326,6,1445715145
2,339,8,1445714882
2,10811,4,1445715276
2,20145,7,1445714854
2,30184,10,1445715272
2,273,10,1445714851
3,10508,1,1306463578
3,21024,1,1306464275
3,30333,1,1306463619
3,100,1,1306464228
3,11437,1,1306463595
3,21011,10,1306463611
3,30165,1,1306463567
3,409,1,1306463627
3,11193,1,1306464216
3,20791,1,1306463569
3,30095,1,1306463624
3,32,7,1306463323
3,11437,1,1306464189
3,20653,6,1306463561
3,30182,9,1306464003
3,428,1,1306464175
3,11386,1,1306463572
3,20300,1,1306464261
3,30008,4,1306463559
3,358,8,1306463631
3,10482,1,1306464293
3,20685,10,1306463925
3,30183,9,1306464054
3,359,1,1306463638
3,10557,10,1306463603
3,20101,1,1306464245
3,30272,10,1306463770
3,302,1,1306464284
3,10840,10,1306463718
3,20954,10,1306463708
3,30229,9,1306464021
3,94,10,1306463825
3,10365,1,1306464204
3,20445,10,1306463670
3,30103,9,1306464036
3,288,10,1306463684
3,11535,9,1306463993
3,20283,10,1306463815
3,30277,1,1306464164
4,53,6,986935199
4,11532,4,945173447
4,20063,6,986935047
4,30337,4,945173425
4,531,6,964622786
4,10237,6,964538444
4,20292,8,986848784
4,30291,10,964622758
4,228,2,986848920
4,11189,10,945078571
4,21148,6,945078428
4,30166,10,964622565
4,48,4,945079259
4,11388,10,945079078
4,21144,2,945629040
4,30221,10,964622684
4,243,4,945173513
4,10024,6,986848894
4,21022,10,945079259
4,30280,10,964538468
4,524,2,945173350
4,10889,10,945079182
4,20269,10,964538500
4,30107,8,945629063
4,162,8,964622786
4,11538,6,986934901
4,20011,6,964623306
4,30059,8,945078690
4,473,4,945078467
4,11102,2,986934915
4,20998,4,986848828
4,30381,10,945079259
4,437,10,945174290
4,10085,10,945079872
4,21192,2,945079106
4,30329,10,945078636
4,426,2,964538832
4,11507,4,945079301
4,20437,8,945079670
4,30349,10,964539986
4,194,6,986848609
4,11613,4,945078587
4,20222,10,964540008
4,30053,6,945079906
4,16,8,986935230
4,11430,6,945078601
4,20673,8,945079106
4,30056,8,964622714
4,238,10,964623347
4,10064,8,945079653
4,20173,8,945078446
4,30050,8,945079837
4,410,10,945173902
4,11146,10,945173989
4,21150,10,945173902
4,30237,10,945079670
4,351,10,945079521
4,11162,10,945173602
4,20182,10,964538571
4,30157,6,986849085
4,312,8,945079232
4,11376,10,945173654
4,20141,6,964540578
4,30279,4,986934819
4,293,8,945079483
4,10066,10,945173692
4,20391,4,945078946
4,30028,10,986934696
4,53,10,945079259
4,10656,10,964539723
4,20309,6,964538500
4,30230,10,964539723
4,295,10,986934625
4,10639,8,964539180
4,21054,2,964778513
4,30380,10,964538500
4,186,10,964538763
4,11256,10,964538763
4,20548,6,964538728
4,30383,4,945078967
4,121,10,945174025
4,11632,2,964539205
4,20392,8,945079729
4,30019,8,964539961
4,352,8,964539326
4,11308,10,945174008
4,20056,8,964538728
4,30313,8,964622684
4,36,8,986849037
4,10995,4,986934832
4,20197,10,945079653
4,30089,10,945078690
4,384,8,945079653
4,10756,8,964538763
4,20309,6,945078467
4,30115,2,945173766
4,315,10,945079767
4,11582,8,945173492
4,20369,8,964622830
4,30046,8,945079790
4,306,6,986935244
4,10164,2,945079906
4,20961,4,945079837
4,30108,8,964622758
4,138,2,945629015
4,10693,8,945079956
4,21145,8,945079889
4,30004,10,945079143
4,259,6,964539357
4,11023,10,945174134
4,20884,4,986849001
4,30278,8,964622642
4,494,6,964622617
4,11464,4,964539431
4,20027,8,945629179
4,30058,6,964540505
4,9,8,964622714
4,11621,2,986934786
4,21019,6,986934870
4,30179,10,945079653
4,510,4,964622684
4,10941,10,945078967
4,20826,8,986934786
4,30320,4,945078690
4,463,8,945079052
4,11502,10,945079521
4,21122,8,986935016
4,30062,6,986935328
4,269,10,986934738
4,10375,10,964539855
4,20633,10,945174008
4,30045,8,945079729
4,211,10,964540008
4,11455,2,945629238
4,20874,2,964622590
4,30296,4,964538964
4,126,8,945078467
4,10599,8,964622590
4,20360,10,945079164
4,30205,6,964623306
4,269,8,986935302
4,11427,8,945079858
4,20259,2,945173385
4,30262,10,945078863
4,115,10,964622684
4,10739,2,986848894
4,20265,8,945079790
4,30075,10,945079013
4,511,4,945078542
4,10534,8,964539986
4,21094,2,964778621
4,30204,4,945173553
4,384,10,964539628
4,11104,10,945078814
4,20384,10,964539140
4,30014,8,986935016
4,220,8,945078708
4,10024,10,986934870
4,20211,4,945078528
4,30124,4,945078946
4,10,8,986848610
4,10654,8,986936200
4,20283,10,945079920
4,30268,8,986934884
4,135,6,964778197
4,11230,10,964622487
4,20250,8,964539121
4,30389,2,964538930
4,249,8,964539771
4,10252,8,964539828
4,20086,8,964623306
4,30206,8,986934498
4,435,6,964622758
4,10565,10,964538329
4,20054,8,964539395
4,30138,8,986849238
4,238,4,964538243
4,10479,2,986848908
4,20843,10,964538351
4,30212,4,986849212
4,245,2,986935199
4,10159,6,964539085
4,20927,6,986936207
4,30046,10,986849180
4,196,8,986934465
4,10919,6,986849149
4,20113,8,986849164
4,30162,8,986849130
4,316,6,986934819
4,10581,2,986849254
4,20969,6,986848856
4,30334,8,986849180
4,525,6,986849201
4,10148,6,986849226
4,21113,8,986849149
4,30198,10,986848753
4,265,6,986848665
4,10707,8,986934901
4,20839,6,986848685
4,30056,6,986848700
4,141,4,1007569424
4,10167,10,986848685
4,21170,8,1007574542
4,30133,6,1007569465
4,227,4,1007569424
4,10631,8,1007574470
4,20791,2,1007569465
4,30299,8,1007569586
4,41,6,1007574509
4,10190,2,1007569586
4,20597,6,1007574532
4,30086,10,1007569445
4,390,6,1007569445
4,11543,8,1007574532
4,21189,8,1007569465
4,30261,10,1007569424
5,209,8,847434962
5,10968,8,847435238
5,20476,8,847434881
5,30118,8,847435292
5,66,6,847434961
5,10168,8,847434881
5,20378,10,847435238
5,30221,8,847434880
5,208,6,847434748
5,11084,6,847434802
5,20722,8,847435292
5,30172,10,847435337
5,63,6,847435292
5,10521,8,847435238
5,20530,6,847435129
5,30349,2,847435311
5,508,10,847435311
5,10823,10,847434748
5,20801,6,847435337
5,30130,4,847434832
5,457,6,847434880
5,10802,6,847434802
5,21192,6,847434832
5,30138,4,847435238
5,456,6,847434882
5,11584,8,847435129
5,20371,4,847434748
5,30186,6,847435292
5,522,8,847434801
5,10975,8,847435337
5,20064,10,847435311
5,30340,6,847435129
5,531,10,847434960
5,10801,8,847435258
5,20678,6,847435311
5,30355,8,847434801
5,337,6,847435258
5,10346,10,847434747
5,20711,6,847434747
5,30105,10,847435238
5,509,10,847434832
5,10722,10,847435292
5,20148,6,847434962
5,30246,6,847435258
6,269,8,845553522
6,10533,10,845554296
6,20086,6,845554349
6,30233,10,845553938
6,344,8,845553757
6,11551,8,845554264
6,20338,6,845555281
6,30102,6,845553253
6,177,8,845553489
6,11090,6,845555588
6,20064,8,845554505
6,30296,8,845553819
6,524,8,845553559
6,10421,4,845553382
6,20007,4,845553382
6,30104,10,845553875
6,450,8,845554397
6,11589,6,845553695
6,21001,8,845555362
6,30386,6,845555402
6,247,6,845553819
6,11613,8,845553426
6,20242,8,845553354
6,30249,10,845553726
6,9,8,845554962
6,10787,8,845555607
6,21157,6,845553907
6,30001,8,845554551
6,335,8,845553317
6,10939,2,845553381
6,20327,8,845555402
6,30256,8,845554263
6,309,8,845555454
6,11521,8,845553660
6,20829,6,845555070
6,30313,6,845555151
6,392,8,845555317
6,11577,6,845554907
6,20117,10,845556131
6,30213,6,845555300
6,212,4,845555694
6,11137,8,845555124
6,20083,8,845555454
6,30223,8,845554584
6,278,8,845553559
6,10008,6,845555151
6,20180,2,845555436
6,30201,8,845554349
6,304,6,845553757
6,10284,10,845553283
6,20397,8,845553994
6,30157,6,845556257
6,242,6,845555342
6,10791,6,845554987
6,20939,6,845555024
6,30090,8,845553586
6,496,8,845553966
6,10812,8,845555607
6,20143,8,845553110
6,30032,8,845553586
6,531,6,845553146
6,10668,8,845553660
6,20724,6,845555006
6,30215,10,845553457
6,375,6,845553253
6,11633,6,845553907
6,20942,6,845553146
6,30311,10,845553695
6,291,6,845554263
6,11416,6,845555402
6,20211,6,845554479
6,30263,6,845554931
6,92,2,845555362
6,11188,4,845555006
6,20493,6,845553938
6,30103,6,845553283
6,369,6,845553619
6,11173,6,845556241
6,21126,4,845554931
6,30107,8,845554455
6,146,6,845553586
6,10669,6,845556290
6,20846,6,845553619
6,30025,6,845555477
6,485,8,845554024
6,10713,6,845553253
6,20183,6,845556106
6,30062,8,845556310
6,348,8,845556181
6,10697,8,845554099
6,20159,6,845555382
6,30131,4,845553994
6,525,6,845556131
6,10247,8,845554024
6,20964,6,845553794
6,30329,8,845553381
6,186,10,845553966
6,10345,6,845553174
6,20233,4,845554176
6,30020,8,845553559
6,43,8,845553875
6,10269,6,845554987
6,20512,6,845555571
6,30355,6,845555588
6,339,10,845554263
6,11504,8,845555588
6,20813,6,845556257
6,30356,8,845553619
6,513,6,845553283
6,10851,6,845555655
6,20517,6,845553726
6,30298,10,845554176
6,116,6,845555172
6,11421,8,845553695
6,20025,10,845554551
6,30063,6,845553726
6,273,6,845553457
6,10820,6,845554376
6,20730,6,845555172
6,30330,8,845555249
6,529,6,845553875
6,10487,8,845555151
6,20220,8,845553907
6,30214,10,845553844
6,326,6,845555436
6,10277,8,845554320
6,20913,6,845553522
6,30362,4,845553283
6,192,6,845554455
6,10178,6,845555571
6,20462,8,845553253
6,30271,6,845553660
6,489,4,845553110
6,10455,6,845555436
6,20403,6,845554099
6,30083,8,845555546
6,399,6,845556119
6,10546,2,845555151
6,20940,6,845555546
6,30056,10,845554603
6,396,8,845553522
6,10863,10,845553174
6,20292,8,845553457
6,30339,10,845553200
6,147,2,845554062
6,10430,8,845553200
6,20447,6,845555071
6,30024,6,845555046
6,454,10,845553757
6,11178,6,845556223
6,20700,10,845553586
6,30281,8,845553253
6,499,8,845555265
6,10493,6,845553938
6,20227,6,845555172
6,30362,6,845553146
6,288,6,845555300
6,10524,6,845553938
6,20547,10,845553146
6,30258,10,845553489
6,499,8,845554455
6,11026,6,845555382
6,21075,8,845553726
6,30169,8,845555402
6,51,8,845553819
6,11073,10,845553200
6,20947,6,845553457
6,30385,6,845555265
6,525,6,845556412
6,10468,6,845555094
6,20082,8,845554376
6,30310,6,845553994
6,90,10,845553317
6,11637,6,845554962
6,20582,8,845553317
6,30031,10,845553726
6,529,8,845553794
6,10450,6,845554141
6,20665,6,845554296
6,30285,10,845553317
6,168,6,845554987
6,10509,8,845553110
6,20180,6,845553994
6,30002,6,845554397
6,278,6,845554320
6,11464,6,845554603
6,20412,6,845553354
6,30337,6,845554505
6,305,8,845554420
6,11319,6,845554962
6,20643,6,845554224
6,30129,6,845554551
6,31,10,845553489
6,10956,8,845553200
6,20015,6,845553489
6,30054,6,845554505
6,502,8,845553457
6,10164,6,845555124
6,20469,8,845555024
6,30247,8,845553283
6,193,6,845554062
6,10325,10,845553174
6,20548,6,845555546
6,30232,6,845555281
6,211,4,845553844
6,11230,8,845553907
6,21046,8,845555477
6,30223,6,845555632
6,310,8,845553522
6,10154,8,845554099
6,20110,8,845554141
6,30320,10,845553200
6,465,6,845553794
6,11208,6,845554505
6,20449,6,845554584
6,30186,8,845554141
6,495,6,845555172
6,11331,6,845554176
6,20437,6,845553819
6,30006,10,845553354
6,204,6,845554455
6,11434,6,845555317
6,20501,8,845553586
6,30029,6,845553522
6,99,6,845555546
6,11321,8,845553794
6,20623,8,845554908
6,30227,6,845553844
6,363,6,845554479
6,11126,6,845553426
6,21185,6,845554296
6,30222,6,845554224
6,402,6,845556181
6,11434,6,845554551
6,20451,6,845553426
6,30173,6,845554099
6,455,8,845554524
6,10766,6,845554099
6,20194,4,845554349
6,30087,6,845554908
6,350,6,845553875
6,10910,10,845553559
6,20379,8,845555342
6,30058,6,845555070
6,439,10,845553381
6,10820,10,845553146
6,20069,6,845553317
6,30313,10,845553109
6,4,6,845553109
6,10683,8,845553174
6,20322,8,845553819
6,30244,10,845553174
6,353,6,845554141
6,11241,8,845553354
6,21025,6,845555024
6,30213,6,845553844
6,35,8,845555342
6,10081,10,845554062
6,21082,6,845555300
6,30093,8,845555265
6,492,8,845555046
6,10182,2,845555362
6,20736,8,845555151
6,30176,6,845556147
6,299,6,845555342
6,11139,6,845555694
6,20038,6,845556378
6,30369,8,845556147
6,128,6,845555571
6,10808,8,845554376
6,20944,10,845555249
6,30163,6,845556223
6,378,8,845555317
6,10210,4,845555694
6,20857,10,845553619
6,30066,6,845555046
6,81,2,845555006
6,11358,6,845555632
6,20118,6,845556462
6,30199,10,845556915
6,343,10,845554584
6,11355,6,845556506
6,20124,6,845555656
6,30343,6,845556194
6,477,8,845554584
6,10331,6,845555514
6,20729,10,845556222
6,30222,8,845556194
6,38,6,845556241
6,10063,8,845555514
6,20452,6,845556120
6,30199,6,845555675
6,254,8,845556340
6,11043,8,845555694
6,20763,6,845556412
6,30195,6,845556181
6,115,6,845556340
6,11555,6,845556448
6,20149,6,845556241
6,30134,6,845556808
6,438,6,845556567
6,10553,8,845556475
6,21005,8,845556808
6,30139,8,845556323
6,462,4,845556412
6,10868,8,845556506
6,20673,8,845556694
6,30009,6,845556462
6,286,10,845556694
6,11025,8,845556860
6,20111,8,845556579
6,30347,6,845555571
6,93,8,845556278
6,11486,6,845555454
7,20669,9,1106635946
7,30237,9,1106635993
7,432,6,1106635520
7,10434,9,1106635925
7,20846,8,1106635987
7,30007,10,1106635933
7,109,10,1106635915
7,11127,6,1106635937
7,20379,10,1106635532
7,30179,10,1106635917
7,506,4,1106635714
7,11535,6,1106635971
7,20517,5,1106635940
7,30156,6,1106635922
7,141,10,1106635912
7,11128,7,1106712636
7,20225,8,1106635981
7,30127,8,1106636810
7,512,9,1106635943
7,11505,6,1106635685
7,20079,8,1106712615
7,30089,8,1106635502
7,321,3,1106712613
7,11144,8,1106635996
7,21160,8,1106635462
7,30213,8,1106635965
7,134,10,1106635496
7,10304,9,1106635464
7,20404,10,1106712575
7,30049,3,1106635678
7,141,10,1106635681
7,11443,7,1106635489
7,20944,10,1106635423
7,30131,8,1106635429
7,36,6,1107127060
7,10023,6,1106635653
7,20317,1,1106635416
7,30342,8,1106635484
7,498,3,1106635444
7,11023,9,1106635657
7,20102,10,1106713565
7,30365,4,1106712559
7,305,7,1106635625
7,11254,10,1106635640
7,20400,3,1106712553
7,30225,6,1106635540
7,494,9,1113542732
7,10473,4,1106635420
7,20678,5,1106713072
7,30250,3,1106713076
7,483,7,1106713081
7,11091,9,1106635648
7,20916,8,1106712546
7,30320,9,1106635500
7,296,3,1106713005
7,10622,9,1106712549
7,20998,3,1106636534
7,30098,2,1106712541
7,131,7,1106635630
7,11199,10,1106635733
7,21189,8,1106636596
7,30128,5,1106635635
7,243,6,1161738301
7,10480,8,1106712913
7,20210,4,1106635742
7,30348,4,1110855253
7,326,8,1106635524
7,11599,1,1107127033
7,20658,9,1106712869
7,30122,2,1106635749
7,128,3,1109746591
7,10885,3,1161738352
7,21066,6,1106635738
7,30375,8,1106636531
7,310,8,1106636718
7,10659,8,1106636702
7,20765,9,1106636589
7,30212,9,1106636610
7,470,7,1106712866
7,10132,7,1106636606
7,20196,1,1106635735
7,30237,8,1106636707
7,318,6,1106712820
7,10768,6,1106636612
7,20968,3,1106635745
7,30056,10,1106713586
7,101,9,1106635705
7,11189,9,1106636527
7,20566,8,1106636600
7,30311,9,1106712818
7,196,8,1106636516
7,10862,8,1106712831
7,20088,1,1157949714
7,30353,9,1106636584
7,84,9,1106712827
7,10328,4,1106712812
7,20827,9,1106636579
7,30082,8,1106636520
7,281,6,1173051472
7,10532,8,1107473963
7,20071,9,1106713442
7,30220,7,1106636782
7,405,5,1106636592
7,10874,4,1108602792
7,20028,9,1106636844
7,30266,9,1106636511
7,471,7,1108602755
7,10885,2,1106779625
7,20341,2,1161738306
7,30315,9,1106636602
7,379,3,1109746594
7,11456,2,1106713549
7,20052,7,1118025961
7,30177,2,1110757877
7,45,9,1122333561
7,10105,8,1110757890
7,20965,8,1106636098
7,30314,7,1110173697
7,358,8,1106636064
7,10456,2,1106636095
7,20558,5,1106636069
7,30193,5,1111552650
7,468,8,1106636101
7,10117,6,1107474020
7,20241,7,1113353083
7,30260,4,1107127004
7,313,7,1118025982
7,10783,4,1118025946
7,20450,3,1122940686
7,30316,4,1118026013
7,109,7,1128486479
7,11091,7,1116550784
7,20506,2,1121041079
7,30208,4,1121041002
7,503,2,1125442102
7,10237,6,1121041015
7,20592,9,1122333538
7,30235,7,1162163504
7,424,7,1149548381
7,10426,9,1144806100
7,20963,8,1157949636
7,30160,9,1157066190
7,366,2,1159225196
7,10851,1,1161738279
7,20383,2,1157949732
7,30003,2,1169687318
7,34,9,1162163488
7,10729,5,1174263740
7,20339,9,1165876367
7,30173,7,1174263775
7,143,1,1176181731
7,11534,6,1173051469
8,20185,8,839463806
8,30165,4,839463509
8,54,8,839463806
8,10541,8,839463564
8,21057,6,839463624
8,30139,10,839463546
8,297,6,839463644
8,10077,8,839463546
8,21086,10,839463644
8,30339,6,839463527
8,59,6,839464076
8,10637,8,839463422
8,21000,4,839463451
8,30273,10,839463509
8,328,8,839463856
8,10765,6,839463509
8,20126,8,839463470
8,30331,6,839464076
8,92,6,839463767
8,11119,6,839463856
8,20272,10,839463509
8,30297,6,839463767
8,514,6,839463489
8,10080,8,839463422
8,20469,6,839463644
8,30327,10,839463489
8,344,6,839463509
8,11150,6,839463527
8,20055,10,839463767
8,30254,10,839463546
8,256,6,839463564
8,11352,8,839463644
8,20611,10,839463422
8,30281,2,839463702
8,393,6,839463728
8,10614,8,839463546
8,20150,6,839463489
8,30210,8,839463527
8,326,4,839463624
8,11299,10,839463728
8,20706,6,839463728
8,30174,6,839463702
8,302,6,839463702
8,10202,10,839463422
8,20861,6,839463422
8,30279,8,839463470
8,228,6,839463728
9,10988,6,1044656650
9,20154,6,1044657119
9,30152,8,1044656650
9,507,6,1044656716
9,10788,6,1044657102
9,20544,8,1044657026
9,30101,10,1044657026
9,476,4,1044656650
9,10835,8,1044657088
9,20095,10,1044656716
9,30049,10,1044657088
9,329,8,1044656650
9,11062,4,1044656716
9,20676,6,1044657200
9,30116,8,1044657237
9,71,6,1044656650
9,10900,10,1044657072
9,20303,6,1044657221
9,30197,4,1044656716
9,129,4,1044656650
9,10827,6,1044656650
9,20303,6,1044657051
9,30170,2,1044657221
9,65,2,1044656650
9,11508,10,1044657051
9,20761,8,1044656811
9,30367,6,1044656811
9,191,8,1044656792
9,10777,8,1044656836
9,20833,8,1044656836
9,30005,10,1044656836
9,364,2,1044656836
9,11270,2,1044657318
9,20510,6,1044657269
9,30328,6,1044656962
9,80,8,1044656792
9,11108,2,1044657318
9,20513,8,1044657144
9,30119,10,1044656934
9,262,10,1044656908
9,11458,8,1044656962
9,21089,2,1044657338
9,30363,8,1044657185
9,33,4,1044657269
9,10778,8,1044657072
9,20266,4,1044657285
10,30171,2,1455303387
10,24,7,1455301685
10,10169,8,1455306173
10,20556,7,1455357645
10,30175,8,1455302254
10,50,1,1455306152
10,11235,6,1455619275
10,20655,6,1455303518
10,30023,6,1455357613
10,44,7,1455301699
10,10397,8,1455306183
10,20816,1,1455356378
10,30366,7,1455357517
10,126,1,1455356388
10,10471,2,1455356578
10,20738,1,1455356582
10,30121,8,1455356591
10,240,6,1455398344
10,11156,7,1455302676
10,21132,9,1455356595
10,30076,9,1455398321
10,172,8,1455356385
10,10312,8,1455301798
10,20393,6,1455399329
10,30388,7,1455301898
10,154,6,1455357578
10,10568,6,1455303078
10,20017,8,1455356588
10,30375,6,1455397999
10,41,6,1455357557
10,11499,6,1455303070
10,20663,7,1455306101
10,30343,8,1455398379
10,77,8,1455301621
10,11302,8,1455399533
10,20686,6,1455302670
10,30007,8,1455356347
10,182,8,1455399087
10,10153,9,1455303046
10,20577,7,1455402085
10,30218,8,1455303057
10,155,7,1455399289
10,10607,10,1455356656
10,21004,7,1455398107
10,30279,10,1455301847
10,63,7,1455356713
10,10428,7,1455356327
10,21079,6,1455397936
10,30295,10,1455303064
10,460,5,1455302401
10,10976,7,1455302697
10,20755,2,1455398160
10,30386,7,1455398096
10,428,5,1455357527
10,10002,9,1455357602
10,20944,6,1455398153
10,30134,6,1455357626
10,476,10,1455302031
10,11375,6,1455356796
10,21040,8,1455301745
10,30180,5,1455301854
10,84,6,1455401876
10,11023,10,1455302162
10,21105,10,1455357502
10,30173,6,1455356357
10,268,9,1455359663
10,10824,3,1455399396
10,20740,7,1455356320
10,30321,7,1455301825
10,98,6,1455357531
10,10112,7,1455302791
10,20010,9,1455302113
10,30125,5,1455357564
10,406,4,1455398002
10,11539,6,1455302689
10,20646,4,1455301965
10,30262,5,1455398339
10,445,7,1455302183
10,10866,9,1455356863
10,21012,1,1455357607
10,30354,7,1455357596
10,144,8,1455304158
10,10032,9,1455302747
10,20873,6,1455399200
10,30236,6,1455357636
10,133,1,1455398141
10,11346,10,1455301869
10,20846,5,1455301741
10,30272,7,1455399573
10,398,6,1455356987
10,11443,7,1455301822
10,21070,7,1455398131
10,30239,5,1455356351
10,422,6,1455356691
10,11485,6,1455357541
10,21179,4,1455302684
10,30007,6,1455356988
10,273,10,1455306124
10,10163,7,1455399347
10,20268,5,1455357716
10,30239,10,1455302591
10,525,7,1455399313
10,11275,7,1455357720
10,20435,4,1455398390
10,30336,7,1455357730
10,330,6,1455398396
10,10556,7,1455306257
10,20657,8,1455357504
10,30145,6,1455399281
10,58,6,1455356990
10,10245,10,1455302120
10,20136,10,1455301553
10,30287,9,1455357387
10,254,8,1455398177
10,11177,8,1455356885
10,20368,6,1455398127
10,30128,7,1455399376
10,164,10,1455302172
10,10489,1,1455301892
10,20747,2,1455398105
10,30044,6,1455356994
10,441,8,1455398111
10,10490,8,1455356177
10,21078,8,1455357653
10,30385,5,1455399232
10,243,7,1455357076
10,10091,9,1455306204
10,20711,2,1455398089
10,30070,4,1455399188
10,313,1,1455302315
10,10991,1,1455398092
10,20505,8,1455357656
10,30293,8,1455398144
10,200,9,1455357698
10,11358,8,1455398275
10,21128,2,1455302650
10,30240,7,1455357384
10,274,10,1455302192
10,10276,8,1455356898
10,20729,10,1455356776
11,30113,10,902154266
